Model dump (x mu nu), grid of 50 pts
Model parameter values (noise variance lengthscales [periods]): (1e-12, 0.6100428859423085, [0.6100428859423085], [])
    0.00000000E+00        2.49076685E-08        1.00009999E-04    
    1.42857143E-01        7.42854331E-02        9.29141750E-02    
    2.85714286E-01        1.68915164E-01        1.73737250E-01    
    4.28571429E-01        2.80300534E-01        2.37944479E-01    
    5.71428571E-01        4.03200287E-01        2.81980056E-01    
    7.14285714E-01        5.31019711E-01        3.03687393E-01    
    8.57142857E-01        6.56290399E-01        3.02634849E-01    
    1.00000000E+00        7.71297867E-01        2.80285747E-01    
    1.14285714E+00        8.68799677E-01        2.39972567E-01    
    1.28571429E+00        9.42756234E-01        1.86653961E-01    
    1.42857143E+00        9.88983883E-01        1.26458961E-01    
    1.57142857E+00        1.00563923E+00        6.60530343E-02    
    1.71428571E+00        9.93456953E-01        1.18915900E-02    
    1.85714286E+00        9.55690714E-01        3.05504585E-02    
    2.00000000E+00        8.97745764E-01        5.74595295E-02    
    2.14285714E+00        8.26536397E-01        6.71862941E-02    
    2.28571429E+00        7.49644940E-01        6.04685198E-02    
    2.42857143E+00        6.74392777E-01        4.03377102E-02    
    2.57142857E+00        6.06951623E-01        1.17044217E-02    
    2.71428571E+00        5.51620501E-01        1.93284800E-02    
    2.85714286E+00        5.10370405E-01        4.63212732E-02    
    3.00000000E+00        4.82718204E-01        6.34132599E-02    
    3.14285714E+00        4.65941060E-01        6.61453060E-02    
    3.28571429E+00        4.55591498E-01        5.20842116E-02    
    3.42857143E+00        4.46230157E-01        2.11572890E-02    
    3.57142857E+00        4.32265232E-01        2.43410230E-02    
    3.71428571E+00        4.08778430E-01        8.00535156E-02    
    3.85714286E+00        3.72226954E-01        1.40127547E-01    
    4.00000000E+00        3.20936230E-01        1.97942218E-01    
    4.14285714E+00        2.55333212E-01        2.46899915E-01    
    4.28571429E+00        1.77908428E-01        2.81174831E-01    
    4.42857143E+00        9.29305255E-02        2.96333887E-01    
    4.57142857E+00        5.96513097E-03        2.89770956E-01    
    4.71428571E+00       -7.67321397E-02        2.60925508E-01    
    4.85714286E+00       -1.48871422E-01        2.11285062E-01    
    5.00000000E+00       -2.04758554E-01        1.44193775E-01    
    5.14285714E+00       -2.39835078E-01        6.45052722E-02    
    5.28571429E+00       -2.51079957E-01        2.18739204E-02    
    5.42857143E+00       -2.37243442E-01        1.08498452E-01    
    5.57142857E+00       -1.98903009E-01        1.88914652E-01    
    5.71428571E+00       -1.38349601E-01        2.57155734E-01    
    5.85714286E+00       -5.93280040E-02        3.08174455E-01    
    6.00000000E+00        3.33330581E-02        3.38181474E-01    
    6.14285714E+00        1.34158237E-01        3.44871582E-01    
    6.28571429E+00        2.37484957E-01        3.27527256E-01    
    6.42857143E+00        3.37901588E-01        2.86997632E-01    
    6.57142857E+00        4.30627113E-01        2.25559441E-01    
    6.71428571E+00        5.11803919E-01        1.46674662E-01    
    6.85714286E+00        5.78686215E-01        5.46674383E-02    
    7.00000000E+00        6.29717992E-01        4.56509843E-02    
