Model dump (x mu nu), grid of 50 pts
Model parameter values (noise variance lengthscales [periods]): (1e-12, 0.7328004465553255, [0.7328004465553255], [])
    0.00000000E+00        2.48250689E-08        1.00009998E-04    
    1.42857143E-01        9.19332788E-02        8.44100784E-02    
    2.85714286E-01        2.01027516E-01        1.55822536E-01    
    4.28571429E-01        3.22869734E-01        2.10775324E-01    
    5.71428571E-01        4.51754562E-01        2.46806812E-01    
    7.14285714E-01        5.81044881E-01        2.62757905E-01    
    8.57142857E-01        7.03664782E-01        2.58967601E-01    
    1.00000000E+00        8.12684948E-01        2.37327687E-01    
    1.14285714E+00        9.01943797E-01        2.01175224E-01    
    1.28571429E+00        9.66636373E-01        1.55019374E-01    
    1.42857143E+00        1.00379955E+00        1.04119978E-01    
    1.57142857E+00        1.01262833E+00        5.39566273E-02    
    1.71428571E+00        9.94573902E-01        9.64566694E-03    
    1.85714286E+00        9.53199130E-01        2.46281582E-02    
    2.00000000E+00        8.93797081E-01        4.60822482E-02    
    2.14285714E+00        8.22810408E-01        5.36620855E-02    
    2.28571429E+00        7.47117678E-01        4.81519337E-02    
    2.42857143E+00        6.73273182E-01        3.20624276E-02    
    2.57142857E+00        6.06795303E-01        9.29743127E-03    
    2.71428571E+00        5.51593542E-01        1.53622459E-02    
    2.85714286E+00        5.09605997E-01        3.68826419E-02    
    3.00000000E+00        4.80690243E-01        5.06464517E-02    
    3.14285714E+00        4.62775565E-01        5.30561372E-02    
    3.28571429E+00        4.52248943E-01        4.20095529E-02    
    3.42857143E+00        4.44516448E-01        1.71808118E-02    
    3.57142857E+00        4.34660524E-01        1.99248686E-02    
    3.71428571E+00        4.18104698E-01        6.61369418E-02    
    3.85714286E+00        3.91201251E-01        1.16988201E-01    
    4.00000000E+00        3.51672941E-01        1.67216635E-01    
    4.14285714E+00        2.98863702E-01        2.11343832E-01    
    4.28571429E+00        2.33781273E-01        2.44251270E-01    
    4.42857143E+00        1.58942470E-01        2.61688596E-01    
    4.57142857E+00        7.80554608E-02        2.60660795E-01    
    4.71428571E+00       -4.40991356E-03        2.39660746E-01    
    4.85714286E+00       -8.37043520E-02        1.98735090E-01    
    5.00000000E+00       -1.55274549E-01        1.39391710E-01    
    5.14285714E+00       -2.15179980E-01        6.43739631E-02    
    5.28571429E+00       -2.60411883E-01        2.26619532E-02    
    5.42857143E+00       -2.89091105E-01        1.17521169E-01    
    5.57142857E+00       -3.00537937E-01        2.15858679E-01    
    5.71428571E+00       -2.95222059E-01        3.13533981E-01    
    5.85714286E+00       -2.74612725E-01        4.06908478E-01    
    6.00000000E+00       -2.40957292E-01        4.93060149E-01    
    6.14285714E+00       -1.97019868E-01        5.69906303E-01    
    6.28571429E+00       -1.45811349E-01        6.36234632E-01    
    6.42857143E+00       -9.03382383E-02        6.91652155E-01    
    6.57142857E+00       -3.33912476E-02        7.36468938E-01    
    6.71428571E+00        2.26129626E-02        7.71538142E-01    
    6.85714286E+00        7.57314250E-02        7.98075848E-01    
    7.00000000E+00        1.24537474E-01        8.17483216E-01    
