Model dump (x mu nu), grid of 50 pts
Model parameter values (noise variance lengthscales [periods]): (1e-12, 0.6063766136121717, [0.6063766136121717], [])
    0.00000000E+00        4.69424771E-07        1.00009452E-04    
    1.42857143E-01        1.42295520E-01        6.04033017E-04    
    2.85714286E-01        2.81849317E-01        1.54390897E-04    
    4.28571429E-01        4.15569346E-01        7.47304951E-04    
    5.71428571E-01        5.40787327E-01        7.24715009E-04    
    7.14285714E-01        6.55061040E-01        1.93352985E-04    
    8.57142857E-01        7.56076042E-01        4.66460246E-04    
    1.00000000E+00        8.41679062E-01        7.02430154E-04    
    1.14285714E+00        9.10013421E-01        3.87967654E-04    
    1.28571429E+00        9.59683720E-01        3.39776761E-04    
    1.42857143E+00        9.89870433E-01        9.64865670E-04    
    1.57142857E+00        1.00034828E+00        1.05134131E-03    
    1.71428571E+00        9.91420946E-01        3.25004190E-04    
    1.85714286E+00        9.63841515E-01        1.16395067E-03    
    2.00000000E+00        9.18814319E-01        2.89525594E-03    
    2.14285714E+00        8.58150245E-01        4.21228637E-03    
    2.28571429E+00        7.84576354E-01        4.48101184E-03    
    2.42857143E+00        7.02104352E-01        3.38236966E-03    
    2.57142857E+00        6.16280044E-01        1.07197379E-03    
    2.71428571E+00        5.34106656E-01        1.85323047E-03    
    2.85714286E+00        4.63483910E-01        4.49724785E-03    
    3.00000000E+00        4.12130155E-01        6.02861551E-03    
    3.14285714E+00        3.86125506E-01        5.94001426E-03    
    3.28571429E+00        3.88377084E-01        4.24890061E-03    
    3.42857143E+00        4.17405368E-01        1.50208211E-03    
    3.57142857E+00        4.66840793E-01        1.42180199E-03    
    3.71428571E+00        5.25890434E-01        3.57654865E-03    
    3.85714286E+00        5.80812192E-01        4.32195148E-03    
    4.00000000E+00        6.17176202E-01        3.49472957E-03    
    4.14285714E+00        6.22473253E-01        1.45690111E-03    
    4.28571429E+00        5.88513352E-01        1.07192289E-03    
    4.42857143E+00        5.13081769E-01        3.24408045E-03    
    4.57142857E+00        4.00482094E-01        4.44572224E-03    
    4.71428571E+00        2.60853376E-01        4.44668814E-03    
    4.85714286E+00        1.08431570E-01        3.45795399E-03    
    5.00000000E+00       -4.08416531E-02        2.00074618E-03    
    5.14285714E+00       -1.71836589E-01        6.71337361E-04    
    5.28571429E+00       -2.72366607E-01        1.61029485E-04    
    5.42857143E+00       -3.34556139E-01        2.96065245E-04    
    5.57142857E+00       -3.55283105E-01        1.02923361E-04    
    5.71428571E+00       -3.35761806E-01        2.48183814E-04    
    5.85714286E+00       -2.80513957E-01        1.55493308E-04    
    6.00000000E+00       -1.96068870E-01        4.56729040E-04    
    6.14285714E+00       -8.97265260E-02        1.22744419E-03    
    6.28571429E+00        3.13733367E-02        1.72502895E-03    
    6.42857143E+00        1.60768836E-01        1.47137402E-03    
    6.57142857E+00        2.92809321E-01        3.71543749E-04    
    6.71428571E+00        4.22532394E-01        1.02245636E-03    
    6.85714286E+00        5.45453087E-01        1.20696637E-03    
    7.00000000E+00        6.57415601E-01        2.06187497E-03    
