epoch, wall, LR,validation_loss_virial,validation_loss_f,validation_loss,validation_virial_mae,validation_virial_rmse,validation_f_mae,validation_f_rmse
         0,   11.692,    0.001,           15.621,         0.033786,           15.655,         22.1,         43.9,          1.5,         2.04
