epoch, wall, LR,training_loss_virial,training_loss_f,training_loss_e,training_loss,training_virial_mae,training_virial_rmse,training_f_mae,training_f_rmse,training_e_mae,training_e_rmse,validation_loss_virial,validation_loss_f,validation_loss_e,validation_loss,validation_virial_mae,validation_virial_rmse,validation_f_mae,validation_f_rmse,validation_e_mae,validation_e_rmse
        31, 3087.188,    0.001,         0.028582,        9.826e-05,        0.0015508,         0.030231,        0.873,         1.87,       0.0723,         0.11,        0.334,        0.435,         0.027841,       0.00013758,        0.0055906,         0.033569,        0.935,         1.83,        0.087,         0.13,        0.679,        0.828
        32, 3185.953,    0.001,         0.028487,        0.0001012,        0.0015421,          0.03013,        0.871,         1.87,       0.0732,        0.111,        0.334,        0.434,          0.02855,       9.9659e-05,        0.0011984,         0.029848,        0.948,         1.85,       0.0708,         0.11,        0.297,        0.381
        33, 3284.901,    0.001,         0.028373,       0.00010232,         0.001416,         0.029891,        0.871,         1.86,       0.0735,        0.112,        0.324,        0.416,         0.024899,        9.749e-05,        0.0019122,         0.026909,        0.805,         1.73,       0.0736,        0.109,        0.364,        0.483
        34, 3383.724,    0.001,          0.02833,       0.00010373,        0.0013507,         0.029784,        0.874,         1.86,       0.0735,        0.113,        0.313,        0.406,         0.026506,       0.00010392,        0.0011972,         0.027807,        0.888,         1.79,       0.0788,        0.113,        0.288,        0.382
        35, 3482.463,    0.001,          0.02837,       0.00010286,        0.0013698,         0.029842,         0.87,         1.86,       0.0736,        0.112,        0.316,        0.409,         0.025966,       9.8415e-05,        0.0016851,          0.02775,         0.84,         1.76,         0.07,         0.11,        0.355,        0.454
        36, 3581.296,    0.001,         0.028288,       0.00010629,        0.0013686,         0.029763,        0.868,         1.86,       0.0748,        0.114,        0.315,        0.409,         0.026112,       9.0788e-05,        0.0013135,         0.027516,        0.847,         1.77,       0.0688,        0.105,        0.318,        0.401
        37, 3680.228,    0.001,         0.028305,       0.00010366,        0.0012313,          0.02964,         0.87,         1.86,       0.0739,        0.113,        0.297,        0.388,         0.024886,       8.4679e-05,        0.0011619,         0.026132,        0.788,         1.72,       0.0664,        0.102,        0.304,        0.377
        38, 3779.177,    0.001,         0.028236,       0.00010513,        0.0012553,         0.029596,        0.869,         1.86,       0.0744,        0.113,        0.303,        0.391,         0.027866,       0.00012526,       0.00092072,         0.028912,        0.943,         1.83,       0.0825,        0.124,        0.261,        0.335
        39, 3877.994,    0.001,         0.028133,       0.00010544,        0.0012778,         0.029516,        0.864,         1.85,       0.0747,        0.113,        0.305,        0.395,         0.026005,       0.00015676,        0.0022712,         0.028433,         0.87,         1.77,       0.0838,        0.139,        0.404,        0.527
        40, 3976.831,    0.001,         0.028189,       0.00010587,        0.0011775,         0.029472,        0.865,         1.86,       0.0745,        0.114,        0.294,        0.379,         0.025028,       0.00010282,       0.00079276,         0.025924,        0.826,         1.73,       0.0741,        0.112,        0.245,        0.311
        41, 4075.756,    0.001,         0.028069,       0.00010565,        0.0012257,           0.0294,        0.864,         1.85,       0.0742,        0.114,        0.297,        0.387,         0.024689,       0.00010979,        0.0010183,         0.025817,        0.836,         1.72,       0.0806,        0.116,        0.267,        0.352
        42, 4174.703,    0.001,         0.028034,       0.00010895,        0.0011491,         0.029292,        0.864,         1.85,        0.076,        0.115,        0.287,        0.375,         0.024947,       0.00011776,       0.00094622,         0.026011,        0.832,         1.73,       0.0778,         0.12,        0.266,        0.341
        43, 4273.545,    0.001,          0.02798,       0.00010841,        0.0012533,         0.029342,        0.864,         1.85,       0.0753,        0.115,          0.3,        0.391,         0.024798,       0.00012243,       0.00085159,         0.025772,        0.823,         1.72,       0.0806,        0.122,        0.255,        0.323
        44, 4372.439,    0.001,         0.027956,       0.00011257,        0.0010834,         0.029152,        0.866,         1.85,       0.0766,        0.117,        0.282,        0.364,         0.025111,       8.5145e-05,        0.0031371,         0.028333,        0.789,         1.73,       0.0662,        0.102,        0.475,         0.62
        45, 4471.325,    0.001,         0.027867,       0.00010898,        0.0011261,         0.029102,        0.859,         1.84,       0.0753,        0.115,        0.289,        0.371,         0.025672,       0.00014023,       0.00089583,         0.026708,        0.863,         1.75,       0.0834,        0.131,        0.262,        0.331
        46, 4570.173,    0.001,         0.027839,       0.00011226,        0.0010716,         0.029023,        0.861,         1.84,       0.0762,        0.117,        0.279,        0.362,         0.025324,       0.00013527,       0.00087308,         0.026332,        0.855,         1.74,       0.0828,        0.129,        0.256,        0.326
        47, 4669.113,    0.001,         0.027802,       0.00010986,        0.0010753,         0.028987,        0.862,         1.84,       0.0759,        0.116,        0.279,        0.362,         0.024996,       0.00012997,        0.0017486,         0.026875,        0.817,         1.73,       0.0783,        0.126,        0.355,        0.462
        48, 4768.907,    0.001,         0.027834,       0.00011234,        0.0010462,         0.028992,        0.862,         1.84,       0.0761,        0.117,        0.273,        0.357,         0.024928,       0.00010616,        0.0010604,         0.026095,        0.816,         1.73,        0.075,        0.114,         0.27,         0.36
        49, 4868.162,    0.001,         0.027768,       0.00011066,        0.0010632,         0.028942,        0.858,         1.84,       0.0757,        0.116,        0.279,         0.36,         0.027869,       0.00012094,       0.00066302,         0.028653,        0.901,         1.83,       0.0819,        0.122,        0.216,        0.285
        50, 4967.036,    0.001,         0.027678,       0.00011631,       0.00096944,         0.028764,        0.862,         1.84,       0.0777,        0.119,        0.267,        0.344,         0.025494,       9.8433e-05,       0.00059878,         0.026191,        0.819,         1.75,       0.0736,         0.11,        0.212,         0.27
        51, 5065.895,    0.001,         0.027686,       0.00011097,       0.00095002,         0.028747,        0.857,         1.84,        0.076,        0.116,        0.266,        0.341,         0.024824,       0.00014004,         0.001419,         0.026383,        0.851,         1.72,       0.0854,        0.131,        0.317,        0.416
        52, 5164.702,    0.001,         0.027582,       0.00011422,       0.00095433,         0.028651,        0.861,         1.83,       0.0769,        0.118,        0.265,        0.341,         0.024496,       0.00010493,       0.00064986,         0.025251,        0.794,         1.71,       0.0745,        0.113,        0.215,        0.282
        53, 5263.720,    0.001,         0.027731,       0.00011217,       0.00090788,         0.028751,        0.859,         1.84,       0.0762,        0.117,        0.257,        0.333,         0.024625,       0.00012958,       0.00058444,         0.025339,        0.822,         1.71,       0.0806,        0.126,        0.209,        0.266
        54, 5363.021,    0.001,         0.027587,       0.00011508,       0.00096283,         0.028665,        0.857,         1.84,       0.0764,        0.119,        0.264,        0.343,         0.025045,       0.00010902,       0.00070304,         0.025857,         0.82,         1.73,       0.0782,        0.116,         0.23,        0.293
        55, 5462.004,    0.001,         0.027591,       0.00011087,       0.00094195,         0.028644,         0.86,         1.84,       0.0756,        0.116,         0.26,        0.339,           0.0254,       0.00011586,       0.00069474,          0.02621,        0.833,         1.75,       0.0789,        0.119,        0.234,        0.291
        56, 5560.867,    0.001,         0.027489,        0.0001159,       0.00087302,         0.028478,        0.861,         1.83,       0.0775,        0.119,        0.252,        0.326,         0.026467,       8.6358e-05,       0.00096036,         0.027513,        0.833,         1.78,       0.0665,        0.103,        0.265,        0.341
        57, 5659.714,    0.001,         0.027414,       0.00011326,       0.00087877,         0.028406,        0.854,         1.83,       0.0765,        0.118,        0.253,        0.328,          0.02493,       0.00011636,       0.00058112,         0.025627,        0.826,         1.72,       0.0807,        0.119,        0.208,        0.266
        58, 5758.597,    0.001,         0.027442,       0.00011669,       0.00089603,         0.028455,        0.859,         1.83,       0.0773,        0.119,        0.254,        0.331,         0.025596,       0.00013863,        0.0007339,         0.026469,        0.841,         1.75,       0.0813,         0.13,        0.229,          0.3
        59, 5857.583,    0.001,         0.027391,       0.00011708,       0.00083695,         0.028345,        0.861,         1.83,       0.0771,         0.12,        0.248,         0.32,         0.024699,       8.4501e-05,         0.001174,         0.025958,        0.771,         1.72,       0.0656,        0.102,         0.28,        0.379
        60, 5956.461,    0.001,         0.027495,       0.00011553,        0.0008615,         0.028472,        0.853,         1.83,       0.0765,        0.119,         0.25,        0.324,         0.025167,       0.00012265,       0.00098286,         0.026273,        0.851,         1.74,       0.0799,        0.123,        0.267,        0.347
        61, 6055.365,    0.001,         0.027321,       0.00012123,       0.00080448,         0.028247,        0.857,         1.83,       0.0784,        0.122,        0.244,        0.313,         0.025327,       0.00010437,       0.00057599,         0.026007,         0.82,         1.74,       0.0743,        0.113,        0.207,        0.266
        62, 6154.233,    0.001,         0.027261,       0.00011505,       0.00078211,         0.028158,        0.857,         1.82,       0.0767,        0.119,         0.24,        0.309,          0.02417,        0.0001448,       0.00054625,         0.024861,        0.831,          1.7,        0.088,        0.133,        0.193,        0.259
        63, 6253.151,    0.001,         0.027045,       0.00011975,       0.00080057,         0.027965,        0.854,         1.82,        0.078,        0.121,        0.243,        0.313,         0.025055,       0.00011511,        0.0011358,         0.026306,        0.831,         1.73,       0.0779,        0.119,         0.31,        0.373
        64, 6351.933,    0.001,          0.02722,       0.00012126,       0.00083213,         0.028173,        0.855,         1.82,       0.0783,        0.122,        0.242,        0.319,         0.024122,       0.00012044,       0.00065623,         0.024899,        0.799,          1.7,       0.0784,        0.121,        0.221,        0.283
        65, 6450.822,    0.001,         0.027053,       0.00012066,       0.00076402,         0.027937,        0.853,         1.82,       0.0786,        0.121,        0.233,        0.305,         0.024177,       0.00011882,       0.00073796,         0.025034,        0.798,          1.7,       0.0757,        0.121,        0.243,        0.299
        66, 6549.658,    0.001,           0.0271,       0.00011995,       0.00081637,         0.028036,        0.852,         1.82,       0.0781,        0.121,        0.244,        0.316,         0.024533,       9.9167e-05,       0.00052376,         0.025156,        0.791,         1.71,       0.0699,         0.11,        0.197,        0.253
        67, 6648.483,    0.001,         0.027069,        0.0001183,       0.00076133,         0.027948,        0.853,         1.82,       0.0782,         0.12,        0.235,        0.305,         0.025166,       0.00011237,       0.00046586,         0.025744,        0.821,         1.73,       0.0766,        0.117,        0.186,        0.239
        68, 6747.315,    0.001,         0.027031,       0.00011865,       0.00077158,         0.027921,        0.852,         1.82,       0.0778,         0.12,        0.237,        0.307,         0.024253,       0.00011421,       0.00052274,          0.02489,        0.795,          1.7,       0.0764,        0.118,          0.2,        0.252
        69, 6846.173,    0.001,          0.02704,       0.00011959,       0.00073325,         0.027893,        0.852,         1.82,       0.0781,        0.121,        0.231,        0.299,          0.02432,       0.00012843,       0.00043286,         0.024882,         0.81,          1.7,       0.0813,        0.125,        0.179,         0.23
        70, 6945.130,    0.001,         0.026943,       0.00012214,       0.00075386,         0.027819,        0.853,         1.81,       0.0786,        0.122,        0.235,        0.303,         0.024536,       0.00010233,       0.00063651,         0.025275,        0.795,         1.71,       0.0711,        0.112,        0.209,        0.279
        71, 7043.986,    0.001,         0.026968,       0.00011807,       0.00071713,         0.027803,        0.848,         1.81,       0.0769,         0.12,        0.229,        0.296,         0.024677,       0.00013577,       0.00055437,         0.025367,        0.848,         1.72,       0.0819,        0.129,        0.202,        0.261
        72, 7142.855,    0.001,         0.026842,        0.0001214,       0.00071753,         0.027681,        0.854,         1.81,       0.0784,        0.122,         0.23,        0.296,         0.025159,       0.00010701,       0.00045709,         0.025723,        0.819,         1.73,       0.0736,        0.114,        0.183,        0.236
        73, 7241.629,    0.001,         0.026793,        0.0001217,       0.00067822,         0.027593,        0.852,         1.81,       0.0786,        0.122,        0.223,        0.288,         0.024774,       0.00011228,       0.00062541,         0.025512,        0.817,         1.72,       0.0757,        0.117,         0.21,        0.276
        74, 7340.514,    0.001,         0.026763,        0.0001197,        0.0006861,         0.027569,         0.85,         1.81,       0.0777,        0.121,        0.225,        0.289,         0.024199,       0.00011591,       0.00079203,         0.025107,        0.804,          1.7,       0.0765,        0.119,        0.251,        0.312
        75, 7439.376,    0.001,         0.026777,       0.00012075,        0.0006891,         0.027587,        0.848,         1.81,       0.0783,        0.121,        0.224,         0.29,         0.024719,       0.00010806,       0.00045853,         0.025285,        0.828,         1.72,       0.0737,        0.115,        0.183,        0.237
        76, 7538.369,    0.001,         0.026707,       0.00011842,        0.0006679,         0.027494,         0.85,         1.81,       0.0774,         0.12,        0.221,        0.286,         0.025972,       0.00011382,       0.00073762,         0.026824,         0.89,         1.77,       0.0769,        0.118,        0.228,          0.3
        77, 7637.213,    0.001,         0.026584,       0.00012418,       0.00067515,         0.027384,        0.851,          1.8,       0.0789,        0.123,         0.22,        0.287,          0.02441,       0.00010796,       0.00066835,         0.025187,        0.793,         1.71,       0.0723,        0.115,        0.223,        0.286
        78, 7736.058,    0.001,         0.026575,       0.00012093,        0.0006821,         0.027378,        0.848,          1.8,       0.0773,        0.121,        0.222,        0.289,         0.023812,       0.00012063,       0.00047017,         0.024402,        0.812,         1.69,       0.0784,        0.122,        0.186,        0.239
        79, 7834.893,    0.001,         0.026571,       0.00012058,       0.00064818,         0.027339,        0.846,          1.8,       0.0773,        0.121,        0.217,        0.281,         0.025431,       0.00019774,       0.00046507,         0.026094,        0.888,         1.75,        0.093,        0.156,        0.178,        0.239
        80, 7933.739,    0.001,         0.026374,       0.00012361,       0.00070048,         0.027198,        0.846,         1.79,       0.0779,        0.123,        0.225,        0.292,         0.024292,       0.00013605,       0.00052662,         0.024955,        0.837,         1.71,       0.0835,        0.129,        0.204,        0.254
        81, 8032.519,    0.001,         0.026483,       0.00012539,       0.00063537,         0.027244,        0.849,          1.8,        0.079,        0.124,        0.215,        0.279,         0.024169,        0.0001548,       0.00053603,          0.02486,        0.848,          1.7,        0.088,        0.138,        0.206,        0.255
        82, 8131.428,    0.001,         0.026536,       0.00012043,       0.00061229,         0.027269,        0.849,          1.8,       0.0772,        0.121,         0.21,        0.273,         0.024102,       0.00014493,       0.00036061,         0.024608,         0.83,          1.7,       0.0828,        0.133,        0.164,         0.21
        83, 8230.249,    0.001,         0.026236,       0.00012359,       0.00061187,         0.026971,        0.846,         1.79,       0.0777,        0.123,         0.21,        0.273,         0.023829,       0.00011071,       0.00059769,         0.024537,        0.788,         1.69,       0.0738,        0.116,        0.211,        0.271
        84, 8329.154,    0.001,           0.0263,       0.00012234,        0.0006615,         0.027084,        0.842,         1.79,       0.0773,        0.122,        0.219,        0.284,         0.023785,       0.00010856,       0.00056693,          0.02446,        0.791,         1.69,       0.0742,        0.115,          0.2,        0.263
        85, 8428.000,    0.001,         0.026238,       0.00012257,       0.00068975,          0.02705,        0.844,         1.79,       0.0774,        0.122,        0.222,         0.29,         0.023893,       0.00010177,       0.00057218,         0.024567,        0.793,         1.69,       0.0731,        0.112,         0.21,        0.265
        86, 8526.987,    0.001,         0.026105,       0.00012159,       0.00064428,         0.026871,        0.843,         1.79,        0.077,        0.122,        0.216,         0.28,         0.023994,       0.00010986,       0.00040125,         0.024505,        0.793,         1.69,       0.0732,        0.116,        0.174,        0.221
        87, 8625.866,    0.001,         0.026026,       0.00012493,       0.00064257,         0.026794,        0.845,         1.78,       0.0778,        0.124,        0.216,         0.28,         0.023814,       0.00012984,       0.00047369,         0.024417,        0.808,         1.69,       0.0819,        0.126,        0.183,        0.241
        88, 8724.761,    0.001,         0.025951,       0.00012028,       0.00067324,         0.026744,        0.844,         1.78,        0.077,        0.121,        0.221,        0.287,         0.023732,       8.5035e-05,       0.00085484,         0.024672,        0.787,         1.68,       0.0658,        0.102,        0.252,        0.324
        89, 8823.597,    0.001,         0.025791,       0.00012227,       0.00058938,         0.026503,         0.84,         1.77,        0.077,        0.122,        0.208,        0.268,         0.023708,       0.00012182,       0.00060432,         0.024434,        0.801,         1.69,       0.0774,        0.122,        0.215,        0.272
        90, 8922.454,    0.001,         0.025655,       0.00012392,       0.00056542,         0.026345,        0.839,         1.77,       0.0778,        0.123,        0.203,        0.263,          0.02341,       0.00011251,       0.00046057,         0.023983,        0.775,         1.67,       0.0729,        0.117,         0.18,        0.237
        91, 9021.354,    0.001,         0.025547,       0.00012228,       0.00065796,         0.026327,        0.838,         1.77,       0.0765,        0.122,        0.218,        0.283,         0.023531,       0.00015147,       0.00044245,         0.024125,        0.836,         1.68,        0.088,        0.136,        0.181,        0.233
        92, 9120.189,    0.001,         0.025536,       0.00011831,       0.00059704,         0.026251,        0.836,         1.77,       0.0754,         0.12,        0.209,         0.27,         0.023426,       0.00010902,        0.0011052,          0.02464,        0.779,         1.67,       0.0733,        0.116,        0.288,        0.368
        93, 9219.153,    0.001,         0.025504,       0.00012066,       0.00062628,         0.026251,        0.836,         1.76,       0.0761,        0.121,        0.212,        0.277,         0.025262,       0.00012775,       0.00039621,         0.025786,        0.849,         1.73,        0.078,        0.125,        0.172,         0.22
        94, 9318.025,    0.001,         0.025545,       0.00012283,       0.00057358,         0.026242,        0.838,         1.77,       0.0769,        0.122,        0.203,        0.265,         0.024804,       0.00011219,       0.00042401,          0.02534,        0.823,         1.72,       0.0739,        0.117,        0.176,        0.227
        95, 9416.794,    0.001,         0.025287,       0.00011972,       0.00062225,         0.026029,        0.835,         1.76,       0.0756,        0.121,        0.213,        0.276,         0.023012,       0.00012718,         0.001183,         0.024322,        0.795,         1.66,       0.0773,        0.125,        0.287,        0.379
        96, 9515.619,    0.001,         0.025397,       0.00012048,       0.00063213,         0.026149,        0.832,         1.76,       0.0754,        0.121,        0.212,        0.278,         0.023837,       9.3286e-05,       0.00037302,         0.024303,        0.781,         1.69,       0.0686,        0.107,        0.169,        0.214
        97, 9614.509,    0.001,         0.025115,       0.00011983,       0.00060772,         0.025843,        0.832,         1.75,       0.0747,        0.121,         0.21,        0.272,         0.024603,       0.00010191,       0.00098041,         0.025685,        0.834,         1.72,       0.0731,        0.112,        0.285,        0.346
        98, 9713.349,    0.001,         0.025158,       0.00011793,         0.000649,         0.025925,        0.829,         1.75,        0.076,         0.12,        0.216,        0.281,         0.022875,        0.0001136,       0.00032531,         0.023314,         0.79,         1.65,        0.075,        0.118,        0.154,        0.199
        99, 9812.298,    0.001,          0.02489,       0.00012419,       0.00055499,          0.02557,        0.823,         1.74,       0.0763,        0.123,          0.2,         0.26,          0.02368,       0.00015765,       0.00035229,          0.02419,        0.832,         1.68,       0.0833,        0.138,        0.159,        0.205
       100, 9911.198,    0.001,          0.02526,       0.00011842,       0.00059383,         0.025973,         0.83,         1.76,       0.0749,         0.12,        0.207,        0.269,         0.022739,       0.00010949,       0.00046828,         0.023317,        0.777,         1.65,       0.0732,        0.116,         0.19,        0.239
       101, 10010.123,    0.001,         0.024843,       0.00012262,       0.00056321,         0.025529,         0.82,         1.74,       0.0759,        0.122,        0.202,        0.262,         0.026433,       0.00013122,       0.00050199,         0.027066,        0.888,         1.78,       0.0817,        0.127,        0.197,        0.248
       102, 10109.140,    0.001,         0.024755,        0.0001226,       0.00058774,         0.025465,        0.825,         1.74,       0.0754,        0.122,        0.206,        0.268,         0.025346,       0.00012031,        0.0020696,         0.027536,        0.879,         1.74,       0.0794,        0.121,        0.399,        0.502
       103, 10208.095,    0.001,         0.024489,       0.00012398,       0.00059505,         0.025208,        0.822,         1.73,       0.0749,        0.123,        0.208,         0.27,         0.022382,       0.00011466,       0.00085197,         0.023348,        0.778,         1.63,       0.0718,        0.118,        0.244,        0.323
       104, 10307.055,    0.001,         0.024493,       0.00012511,       0.00056987,         0.025188,        0.817,         1.73,       0.0752,        0.124,        0.205,        0.264,         0.023814,       0.00011848,       0.00043757,          0.02437,        0.821,         1.69,       0.0776,         0.12,        0.183,        0.231
