epoch, wall, LR,validation_loss_virial,validation_loss_f,validation_loss,validation_virial_mae,validation_virial_rmse,validation_f_mae,validation_f_rmse
         0,    6.005,    0.001,           324.94,        0.0080526,           324.95,          117,          200,        0.739,        0.996
