Model dump (x mu nu), grid of 50x50=2500 pts
Model parameter values (noise variance lengthscales [periods]): (1e-12, 41.33205655485068, [360.0, 1.0, 0.7756095757364101, 360.0], [41.33205655485068, 0.5670144102596164, 120.0, 1.0])
   -5.00000000E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.18306576E+01        5.24061673E+00    
   -4.26530612E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.18034709E+01        5.22326616E+00    
   -3.53061224E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.17476948E+01        5.22642446E+00    
   -2.79591837E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.16622108E+01        5.24575788E+00    
   -2.06122449E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.15470543E+01        5.27524858E+00    
   -1.32653061E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.14033822E+01        5.30837589E+00    
   -5.91836735E+00        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.12334113E+01        5.33927060E+00    
    1.42857143E+00        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.10403685E+01        5.36361333E+00    
    8.77551020E+00        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.08284724E+01        5.37916499E+00    
    1.61224490E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.06029386E+01        5.38590851E+00    
    2.34693878E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.03699713E+01        5.38583089E+00    
    3.08163265E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.01366877E+01        5.38240310E+00    
    3.81632653E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.99109188E+01        5.37984665E+00    
    4.55102041E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.97008512E+01        5.38231621E+00    
    5.28571429E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.95145089E+01        5.39316134E+00    
    6.02040816E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.93591192E+01        5.41442572E+00    
    6.75510204E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.92404476E+01        5.44668043E+00    
    7.48979592E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.91622138E+01        5.48918457E+00    
    8.22448980E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.91256982E+01        5.54026690E+00    
    8.95918367E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.91296264E+01        5.59777501E+00    
    9.69387755E+01        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.91703661E+01        5.65945725E+00    
    1.04285714E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.92424149E+01        5.72320584E+00    
    1.11632653E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.93390996E+01        5.78715847E+00    
    1.18979592E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.94533695E+01        5.84970014E+00    
    1.26326531E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.95785523E+01        5.90942088E+00    
    1.33673469E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.97089564E+01        5.96507365E+00    
    1.41020408E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.98402389E+01        6.01555647E+00    
    1.48367347E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        2.99695120E+01        6.05992276E+00    
    1.55714286E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.00952099E+01        6.09741057E+00    
    1.63061224E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.02167832E+01        6.12747473E+00    
    1.70408163E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.03343118E+01        6.14980507E+00    
    1.77755102E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.04481294E+01        6.16431632E+00    
    1.85102041E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.05585384E+01        6.17110119E+00    
    1.92448980E+02        6.42980718E+01        1.39840851E+02       -5.00000000E+01        3.06656596E+01        6.17034554E+00    
