       Step     Time          Energy          fmax
LBFGS:   98 16:00:24    -1105.828857        0.037493
LBFGS:   99 16:00:24    -1105.829590        0.030600
LBFGS:  100 16:00:24    -1105.830078        0.018510
LBFGS:  101 16:00:24    -1105.830200        0.017387
LBFGS:  102 16:00:25    -1105.830322        0.015209
LBFGS:  103 16:00:25    -1105.830688        0.013851
LBFGS:  104 16:00:25    -1105.830933        0.010185
LBFGS:  105 16:00:25    -1105.831299        0.013206
LBFGS:  106 16:00:25    -1105.831421        0.014339
LBFGS:  107 16:00:25    -1105.831421        0.012795
LBFGS:  108 16:00:25    -1105.831543        0.013113
LBFGS:  109 16:00:25    -1105.831665        0.013938
LBFGS:  110 16:00:25    -1105.831787        0.010995
LBFGS:  111 16:00:25    -1105.831909        0.010627
LBFGS:  112 16:00:25    -1105.831909        0.008580
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:00:32    -1105.797119        0.233368
LBFGS:    1 16:00:33    -1105.800049        0.224910
LBFGS:    2 16:00:35    -1105.831909        0.112782
LBFGS:    3 16:00:35    -1105.833374        0.080301
LBFGS:    4 16:00:35    -1105.834473        0.064110
LBFGS:    5 16:00:35    -1105.839233        0.060115
LBFGS:    6 16:00:35    -1105.842773        0.072359
LBFGS:    7 16:00:35    -1105.844849        0.077627
LBFGS:    8 16:00:35    -1105.845581        0.075758
LBFGS:    9 16:00:35    -1105.846313        0.071939
LBFGS:   10 16:00:35    -1105.847778        0.066807
LBFGS:   11 16:00:35    -1105.849854        0.063669
LBFGS:   12 16:00:36    -1105.851562        0.063798
LBFGS:   13 16:00:36    -1105.852417        0.063982
LBFGS:   14 16:00:36    -1105.853149        0.064322
LBFGS:   15 16:00:36    -1105.854126        0.066773
LBFGS:   16 16:00:36    -1105.856201        0.076625
LBFGS:   17 16:00:36    -1105.860107        0.103081
LBFGS:   18 16:00:36    -1105.863892        0.132583
LBFGS:   19 16:00:36    -1105.867065        0.106128
LBFGS:   20 16:00:36    -1105.870483        0.095164
LBFGS:   21 16:00:36    -1105.873047        0.085361
LBFGS:   22 16:00:36    -1105.878418        0.097736
LBFGS:   23 16:00:36    -1105.883179        0.075881
LBFGS:   24 16:00:36    -1105.886719        0.075451
LBFGS:   25 16:00:36    -1105.887817        0.067563
LBFGS:   26 16:00:36    -1105.888794        0.062632
LBFGS:   27 16:00:36    -1105.890747        0.053161
LBFGS:   28 16:00:36    -1105.893677        0.057113
LBFGS:   29 16:00:36    -1105.896484        0.070229
LBFGS:   30 16:00:36    -1105.897949        0.057402
LBFGS:   31 16:00:36    -1105.899048        0.047703
LBFGS:   32 16:00:36    -1105.900391        0.044964
LBFGS:   33 16:00:36    -1105.902832        0.048344
LBFGS:   34 16:00:36    -1105.905762        0.059225
LBFGS:   35 16:00:36    -1105.907593        0.062889
LBFGS:   36 16:00:37    -1105.908569        0.054381
LBFGS:   37 16:00:37    -1105.909180        0.040327
LBFGS:   38 16:00:37    -1105.910156        0.034441
LBFGS:   39 16:00:37    -1105.911743        0.042665
LBFGS:   40 16:00:37    -1105.912964        0.049189
LBFGS:   41 16:00:37    -1105.913574        0.039421
LBFGS:   42 16:00:37    -1105.913940        0.028404
LBFGS:   43 16:00:37    -1105.914307        0.028105
LBFGS:   44 16:00:37    -1105.915161        0.030094
LBFGS:   45 16:00:37    -1105.916016        0.033947
LBFGS:   46 16:00:37    -1105.916748        0.038237
LBFGS:   47 16:00:37    -1105.917114        0.040976
LBFGS:   48 16:00:37    -1105.917480        0.043205
LBFGS:   49 16:00:37    -1105.918091        0.046837
LBFGS:   50 16:00:37    -1105.919312        0.051526
LBFGS:   51 16:00:37    -1105.920776        0.058230
LBFGS:   52 16:00:37    -1105.921875        0.057992
LBFGS:   53 16:00:37    -1105.922729        0.052347
LBFGS:   54 16:00:37    -1105.923218        0.052041
LBFGS:   55 16:00:37    -1105.924438        0.050558
LBFGS:   56 16:00:37    -1105.926025        0.045885
LBFGS:   57 16:00:37    -1105.927368        0.046915
LBFGS:   58 16:00:37    -1105.927979        0.039014
LBFGS:   59 16:00:38    -1105.928345        0.034354
LBFGS:   60 16:00:38    -1105.928711        0.034872
LBFGS:   61 16:00:38    -1105.929443        0.031020
LBFGS:   62 16:00:38    -1105.930420        0.038072
LBFGS:   63 16:00:38    -1105.931030        0.034582
LBFGS:   64 16:00:38    -1105.931274        0.024423
LBFGS:   65 16:00:38    -1105.931396        0.018655
LBFGS:   66 16:00:38    -1105.931885        0.020684
LBFGS:   67 16:00:38    -1105.932373        0.027386
LBFGS:   68 16:00:38    -1105.932739        0.027927
LBFGS:   69 16:00:38    -1105.932861        0.018190
LBFGS:   70 16:00:38    -1105.932983        0.011237
LBFGS:   71 16:00:38    -1105.932983        0.009689
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:00:47    -1105.627075        0.251607
LBFGS:    1 16:00:47    -1105.633911        0.242958
LBFGS:    2 16:00:50    -1105.706055        0.187109
LBFGS:    3 16:00:50    -1105.709229        0.141744
LBFGS:    4 16:00:50    -1105.713501        0.105076
LBFGS:    5 16:00:50    -1105.724609        0.088627
LBFGS:    6 16:00:50    -1105.733765        0.090221
LBFGS:    7 16:00:50    -1105.738525        0.092168
LBFGS:    8 16:00:50    -1105.740112        0.072756
LBFGS:    9 16:00:50    -1105.741821        0.060863
LBFGS:   10 16:00:50    -1105.744141        0.052019
LBFGS:   11 16:00:50    -1105.746704        0.051611
LBFGS:   12 16:00:50    -1105.748047        0.040224
LBFGS:   13 16:00:51    -1105.748535        0.041557
LBFGS:   14 16:00:51    -1105.748901        0.041583
LBFGS:   15 16:00:51    -1105.749634        0.037596
LBFGS:   16 16:00:51    -1105.750488        0.030669
LBFGS:   17 16:00:51    -1105.751099        0.026390
LBFGS:   18 16:00:51    -1105.751343        0.027903
LBFGS:   19 16:00:51    -1105.751465        0.024141
LBFGS:   20 16:00:51    -1105.751709        0.021009
LBFGS:   21 16:00:51    -1105.752197        0.031732
LBFGS:   22 16:00:51    -1105.752563        0.029580
LBFGS:   23 16:00:51    -1105.752808        0.017602
LBFGS:   24 16:00:51    -1105.752930        0.015647
LBFGS:   25 16:00:51    -1105.753052        0.017122
LBFGS:   26 16:00:51    -1105.753296        0.018807
LBFGS:   27 16:00:51    -1105.753662        0.023491
LBFGS:   28 16:00:51    -1105.753906        0.019968
LBFGS:   29 16:00:51    -1105.753906        0.016632
LBFGS:   30 16:00:51    -1105.754028        0.013430
LBFGS:   31 16:00:51    -1105.754150        0.012557
LBFGS:   32 16:00:51    -1105.754395        0.016810
LBFGS:   33 16:00:51    -1105.754517        0.016085
LBFGS:   34 16:00:51    -1105.754639        0.013404
LBFGS:   35 16:00:51    -1105.754639        0.009577
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:00:59    -1105.725220        0.207439
LBFGS:    1 16:01:00    -1105.727417        0.195885
LBFGS:    2 16:01:02    -1105.750000        0.104036
LBFGS:    3 16:01:02    -1105.750488        0.097995
LBFGS:    4 16:01:02    -1105.757080        0.026969
LBFGS:    5 16:01:02    -1105.757202        0.025854
LBFGS:    6 16:01:02    -1105.759521        0.022080
LBFGS:    7 16:01:03    -1105.759521        0.022097
LBFGS:    8 16:01:03    -1105.760498        0.021100
LBFGS:    9 16:01:03    -1105.760742        0.019764
LBFGS:   10 16:01:03    -1105.760986        0.025215
LBFGS:   11 16:01:03    -1105.761108        0.024751
LBFGS:   12 16:01:03    -1105.761353        0.018964
LBFGS:   13 16:01:03    -1105.761719        0.018579
LBFGS:   14 16:01:03    -1105.762085        0.017773
LBFGS:   15 16:01:03    -1105.762207        0.021757
LBFGS:   16 16:01:03    -1105.762329        0.022381
LBFGS:   17 16:01:03    -1105.762451        0.018934
LBFGS:   18 16:01:03    -1105.762695        0.014698
LBFGS:   19 16:01:03    -1105.762939        0.015514
LBFGS:   20 16:01:03    -1105.763184        0.015437
LBFGS:   21 16:01:03    -1105.763184        0.016409
LBFGS:   22 16:01:03    -1105.763306        0.013895
LBFGS:   23 16:01:03    -1105.763428        0.010907
LBFGS:   24 16:01:03    -1105.763550        0.011797
LBFGS:   25 16:01:03    -1105.763672        0.012396
LBFGS:   26 16:01:03    -1105.763672        0.012325
LBFGS:   27 16:01:03    -1105.763672        0.012087
LBFGS:   28 16:01:03    -1105.763794        0.011746
LBFGS:   29 16:01:03    -1105.763794        0.011377
LBFGS:   30 16:01:04    -1105.763916        0.011214
LBFGS:   31 16:01:04    -1105.764038        0.011313
LBFGS:   32 16:01:04    -1105.764038        0.011453
LBFGS:   33 16:01:04    -1105.764038        0.011562
LBFGS:   34 16:01:04    -1105.764038        0.011681
LBFGS:   35 16:01:04    -1105.764160        0.012012
LBFGS:   36 16:01:04    -1105.764160        0.012684
LBFGS:   37 16:01:04    -1105.764282        0.013150
LBFGS:   38 16:01:04    -1105.764282        0.013345
LBFGS:   39 16:01:04    -1105.764282        0.013721
LBFGS:   40 16:01:04    -1105.764404        0.015001
LBFGS:   41 16:01:04    -1105.764526        0.018294
LBFGS:   42 16:01:04    -1105.764648        0.023536
LBFGS:   43 16:01:04    -1105.764771        0.027687
LBFGS:   44 16:01:04    -1105.764893        0.030009
LBFGS:   45 16:01:04    -1105.765137        0.032310
LBFGS:   46 16:01:04    -1105.765503        0.034787
LBFGS:   47 16:01:04    -1105.766113        0.036160
LBFGS:   48 16:01:04    -1105.766724        0.034869
LBFGS:   49 16:01:04    -1105.766846        0.037042
LBFGS:   50 16:01:04    -1105.767334        0.035050
LBFGS:   51 16:01:04    -1105.767456        0.034631
LBFGS:   52 16:01:04    -1105.768066        0.034315
LBFGS:   53 16:01:05    -1105.769043        0.034135
LBFGS:   54 16:01:05    -1105.769775        0.033812
LBFGS:   55 16:01:05    -1105.770142        0.031126
LBFGS:   56 16:01:05    -1105.770386        0.030014
LBFGS:   57 16:01:05    -1105.770752        0.028226
LBFGS:   58 16:01:05    -1105.771362        0.025306
LBFGS:   59 16:01:05    -1105.771973        0.025978
LBFGS:   60 16:01:05    -1105.772461        0.025027
LBFGS:   61 16:01:05    -1105.772583        0.018571
LBFGS:   62 16:01:05    -1105.772705        0.018264
LBFGS:   63 16:01:05    -1105.773071        0.017636
LBFGS:   64 16:01:05    -1105.773438        0.018445
LBFGS:   65 16:01:05    -1105.773804        0.021382
LBFGS:   66 16:01:05    -1105.773926        0.017758
LBFGS:   67 16:01:05    -1105.774048        0.014313
LBFGS:   68 16:01:05    -1105.774048        0.012739
LBFGS:   69 16:01:05    -1105.774292        0.015218
LBFGS:   70 16:01:05    -1105.774536        0.016638
LBFGS:   71 16:01:05    -1105.774658        0.012341
LBFGS:   72 16:01:05    -1105.774658        0.007476
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:01:13    -1105.776489        0.170689
LBFGS:    1 16:01:13    -1105.778931        0.161629
LBFGS:    2 16:01:16    -1105.802979        0.084597
LBFGS:    3 16:01:16    -1105.803467        0.078817
LBFGS:    4 16:01:16    -1105.810059        0.038905
LBFGS:    5 16:01:16    -1105.811157        0.038909
LBFGS:    6 16:01:16    -1105.811646        0.037934
LBFGS:    7 16:01:16    -1105.812012        0.037090
LBFGS:    8 16:01:16    -1105.812988        0.039377
LBFGS:    9 16:01:16    -1105.813965        0.041523
LBFGS:   10 16:01:16    -1105.814575        0.042272
LBFGS:   11 16:01:16    -1105.814941        0.041893
LBFGS:   12 16:01:16    -1105.815186        0.041205
LBFGS:   13 16:01:16    -1105.815796        0.040187
LBFGS:   14 16:01:16    -1105.816772        0.038686
LBFGS:   15 16:01:16    -1105.817505        0.035216
LBFGS:   16 16:01:16    -1105.817871        0.032606
LBFGS:   17 16:01:16    -1105.818115        0.031363
LBFGS:   18 16:01:17    -1105.818481        0.029784
LBFGS:   19 16:01:17    -1105.819092        0.026236
LBFGS:   20 16:01:17    -1105.819702        0.021955
LBFGS:   21 16:01:17    -1105.820068        0.026376
LBFGS:   22 16:01:17    -1105.820312        0.023128
LBFGS:   23 16:01:17    -1105.820435        0.017705
LBFGS:   24 16:01:17    -1105.820679        0.019394
LBFGS:   25 16:01:17    -1105.821045        0.017133
LBFGS:   26 16:01:17    -1105.821289        0.024152
LBFGS:   27 16:01:17    -1105.821411        0.025358
LBFGS:   28 16:01:17    -1105.821533        0.021290
LBFGS:   29 16:01:17    -1105.821655        0.022145
LBFGS:   30 16:01:17    -1105.822021        0.024991
LBFGS:   31 16:01:17    -1105.822388        0.030763
LBFGS:   32 16:01:17    -1105.822876        0.038380
LBFGS:   33 16:01:17    -1105.823120        0.042289
LBFGS:   34 16:01:17    -1105.823486        0.044080
LBFGS:   35 16:01:17    -1105.823975        0.046846
LBFGS:   36 16:01:17    -1105.824829        0.050325
LBFGS:   37 16:01:17    -1105.825928        0.056194
LBFGS:   38 16:01:17    -1105.826660        0.058267
LBFGS:   39 16:01:17    -1105.827148        0.070449
LBFGS:   40 16:01:17    -1105.827637        0.065938
LBFGS:   41 16:01:18    -1105.828613        0.067563
LBFGS:   42 16:01:18    -1105.831177        0.086917
LBFGS:   43 16:01:18    -1105.836914        0.124279
LBFGS:   44 16:01:18    -1105.839233        0.098567
LBFGS:   45 16:01:18    -1105.842896        0.107448
LBFGS:   46 16:01:18    -1105.844849        0.103968
LBFGS:   47 16:01:18    -1105.848755        0.115003
LBFGS:   48 16:01:18    -1105.856689        0.113315
LBFGS:   49 16:01:18    -1105.861328        0.088159
LBFGS:   50 16:01:18    -1105.863159        0.060248
LBFGS:   51 16:01:18    -1105.864380        0.054981
LBFGS:   52 16:01:18    -1105.865845        0.051876
LBFGS:   53 16:01:18    -1105.868408        0.056236
LBFGS:   54 16:01:18    -1105.871216        0.053202
LBFGS:   55 16:01:18    -1105.872192        0.041543
LBFGS:   56 16:01:18    -1105.872559        0.030905
LBFGS:   57 16:01:18    -1105.873169        0.029239
LBFGS:   58 16:01:18    -1105.874146        0.036540
LBFGS:   59 16:01:18    -1105.875244        0.042265
LBFGS:   60 16:01:18    -1105.875854        0.027762
LBFGS:   61 16:01:18    -1105.875977        0.020970
LBFGS:   62 16:01:18    -1105.876221        0.015676
LBFGS:   63 16:01:18    -1105.876587        0.018748
LBFGS:   64 16:01:19    -1105.876953        0.028416
LBFGS:   65 16:01:19    -1105.877319        0.024360
LBFGS:   66 16:01:19    -1105.877441        0.015130
LBFGS:   67 16:01:19    -1105.877441        0.010876
LBFGS:   68 16:01:19    -1105.877563        0.012231
LBFGS:   69 16:01:19    -1105.877808        0.018514
LBFGS:   70 16:01:19    -1105.878052        0.019309
LBFGS:   71 16:01:19    -1105.878174        0.012702
LBFGS:   72 16:01:19    -1105.878174        0.009818
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:01:26    -1105.725220        0.207439
LBFGS:    1 16:01:27    -1105.727417        0.195885
LBFGS:    2 16:01:29    -1105.750000        0.104036
LBFGS:    3 16:01:29    -1105.750488        0.097995
LBFGS:    4 16:01:29    -1105.757080        0.026974
LBFGS:    5 16:01:29    -1105.757202        0.025855
LBFGS:    6 16:01:29    -1105.759521        0.022064
LBFGS:    7 16:01:30    -1105.759521        0.022093
LBFGS:    8 16:01:30    -1105.760498        0.021227
LBFGS:    9 16:01:30    -1105.760742        0.019873
LBFGS:   10 16:01:30    -1105.760986        0.025156
LBFGS:   11 16:01:30    -1105.761108        0.024852
LBFGS:   12 16:01:30    -1105.761353        0.018989
LBFGS:   13 16:01:30    -1105.761719        0.018627
LBFGS:   14 16:01:30    -1105.762085        0.017816
LBFGS:   15 16:01:30    -1105.762207        0.021635
LBFGS:   16 16:01:30    -1105.762329        0.022458
LBFGS:   17 16:01:30    -1105.762451        0.019211
LBFGS:   18 16:01:30    -1105.762695        0.014717
LBFGS:   19 16:01:30    -1105.762939        0.015732
LBFGS:   20 16:01:30    -1105.763184        0.015255
LBFGS:   21 16:01:30    -1105.763184        0.016452
LBFGS:   22 16:01:30    -1105.763306        0.014055
LBFGS:   23 16:01:30    -1105.763428        0.010905
LBFGS:   24 16:01:30    -1105.763550        0.011802
LBFGS:   25 16:01:30    -1105.763672        0.012410
LBFGS:   26 16:01:30    -1105.763672        0.012341
LBFGS:   27 16:01:30    -1105.763672        0.012085
LBFGS:   28 16:01:30    -1105.763794        0.011745
LBFGS:   29 16:01:30    -1105.763794        0.011357
LBFGS:   30 16:01:30    -1105.763916        0.011190
LBFGS:   31 16:01:31    -1105.764038        0.011291
LBFGS:   32 16:01:31    -1105.764038        0.011449
LBFGS:   33 16:01:31    -1105.764038        0.011566
LBFGS:   34 16:01:31    -1105.764038        0.011689
LBFGS:   35 16:01:31    -1105.764160        0.012012
LBFGS:   36 16:01:31    -1105.764160        0.012669
LBFGS:   37 16:01:31    -1105.764282        0.013145
LBFGS:   38 16:01:31    -1105.764282        0.013346
LBFGS:   39 16:01:31    -1105.764282        0.013711
LBFGS:   40 16:01:31    -1105.764404        0.014953
LBFGS:   41 16:01:31    -1105.764526        0.018199
LBFGS:   42 16:01:31    -1105.764648        0.023417
LBFGS:   43 16:01:31    -1105.764771        0.027627
LBFGS:   44 16:01:31    -1105.764893        0.029953
LBFGS:   45 16:01:31    -1105.765137        0.032169
LBFGS:   46 16:01:31    -1105.765503        0.034688
LBFGS:   47 16:01:31    -1105.766113        0.035855
LBFGS:   48 16:01:31    -1105.766724        0.034961
LBFGS:   49 16:01:31    -1105.767212        0.034905
LBFGS:   50 16:01:31    -1105.767212        0.038841
LBFGS:   51 16:01:31    -1105.767578        0.034509
LBFGS:   52 16:01:31    -1105.767822        0.034966
LBFGS:   53 16:01:31    -1105.769165        0.037541
LBFGS:   54 16:01:32    -1105.770020        0.033272
LBFGS:   55 16:01:32    -1105.770264        0.030665
LBFGS:   56 16:01:32    -1105.770508        0.031804
LBFGS:   57 16:01:32    -1105.770996        0.037143
LBFGS:   58 16:01:32    -1105.771606        0.037625
LBFGS:   59 16:01:32    -1105.772339        0.028001
LBFGS:   60 16:01:32    -1105.772583        0.020391
LBFGS:   61 16:01:32    -1105.772705        0.016734
LBFGS:   62 16:01:32    -1105.772949        0.016532
LBFGS:   63 16:01:32    -1105.773193        0.017102
LBFGS:   64 16:01:32    -1105.773560        0.016268
LBFGS:   65 16:01:32    -1105.773804        0.016072
LBFGS:   66 16:01:32    -1105.773926        0.016481
LBFGS:   67 16:01:32    -1105.774048        0.013679
LBFGS:   68 16:01:32    -1105.774170        0.014779
LBFGS:   69 16:01:32    -1105.774414        0.013597
LBFGS:   70 16:01:32    -1105.774536        0.009809
       Step     Time          Energy          fmax
LBFGS:    0 16:01:33    -1105.775024        0.108845
LBFGS:    1 16:01:34    -1105.776978        0.104590
LBFGS:    2 16:01:37    -1105.799561        0.034926
LBFGS:    3 16:01:37    -1105.799927        0.031277
LBFGS:    4 16:01:37    -1105.802124        0.027847
LBFGS:    5 16:01:37    -1105.803223        0.025797
LBFGS:    6 16:01:37    -1105.803833        0.023725
LBFGS:    7 16:01:37    -1105.803955        0.022649
LBFGS:    8 16:01:37    -1105.804321        0.021056
LBFGS:    9 16:01:37    -1105.804688        0.018829
LBFGS:   10 16:01:37    -1105.805176        0.016278
LBFGS:   11 16:01:37    -1105.805420        0.014939
LBFGS:   12 16:01:37    -1105.805542        0.014723
LBFGS:   13 16:01:37    -1105.805664        0.014495
LBFGS:   14 16:01:37    -1105.805786        0.013358
LBFGS:   15 16:01:37    -1105.806030        0.013315
LBFGS:   16 16:01:37    -1105.806152        0.013203
LBFGS:   17 16:01:37    -1105.806274        0.011819
LBFGS:   18 16:01:37    -1105.806274        0.010294
LBFGS:   19 16:01:37    -1105.806396        0.008086
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:01:44    -1105.714478        0.115906
LBFGS:    1 16:01:45    -1105.716309        0.111249
LBFGS:    2 16:01:47    -1105.740234        0.046064
LBFGS:    3 16:01:48    -1105.740723        0.041012
LBFGS:    4 16:01:48    -1105.742188        0.033618
LBFGS:    5 16:01:48    -1105.743896        0.027112
LBFGS:    6 16:01:48    -1105.745117        0.022519
LBFGS:    7 16:01:48    -1105.745483        0.023462
LBFGS:    8 16:01:48    -1105.745728        0.023083
LBFGS:    9 16:01:48    -1105.746094        0.020001
LBFGS:   10 16:01:48    -1105.746704        0.019645
LBFGS:   11 16:01:48    -1105.747192        0.016697
LBFGS:   12 16:01:48    -1105.747314        0.015351
LBFGS:   13 16:01:48    -1105.747437        0.017314
LBFGS:   14 16:01:48    -1105.747559        0.018554
LBFGS:   15 16:01:48    -1105.747803        0.018371
LBFGS:   16 16:01:48    -1105.748169        0.015585
LBFGS:   17 16:01:48    -1105.748413        0.016838
LBFGS:   18 16:01:48    -1105.748535        0.016131
LBFGS:   19 16:01:48    -1105.748535        0.012564
LBFGS:   20 16:01:48    -1105.748657        0.010850
LBFGS:   21 16:01:48    -1105.748901        0.010575
LBFGS:   22 16:01:48    -1105.749023        0.015378
LBFGS:   23 16:01:48    -1105.749146        0.017089
LBFGS:   24 16:01:48    -1105.749146        0.014276
LBFGS:   25 16:01:48    -1105.749146        0.009580
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:01:56    -1105.694580        0.111662
LBFGS:    1 16:01:56    -1105.696777        0.107364
LBFGS:    2 16:01:59    -1105.723511        0.067829
LBFGS:    3 16:01:59    -1105.723999        0.062742
LBFGS:    4 16:01:59    -1105.727661        0.051180
LBFGS:    5 16:01:59    -1105.729370        0.046261
LBFGS:    6 16:01:59    -1105.730225        0.040218
LBFGS:    7 16:01:59    -1105.730591        0.037783
LBFGS:    8 16:01:59    -1105.731323        0.034523
LBFGS:    9 16:01:59    -1105.732178        0.031353
LBFGS:   10 16:01:59    -1105.733154        0.029119
LBFGS:   11 16:01:59    -1105.733643        0.035491
LBFGS:   12 16:01:59    -1105.734009        0.033820
LBFGS:   13 16:01:59    -1105.734497        0.033011
LBFGS:   14 16:01:59    -1105.735352        0.035308
LBFGS:   15 16:01:59    -1105.736572        0.036230
LBFGS:   16 16:02:00    -1105.737793        0.050848
LBFGS:   17 16:02:00    -1105.738647        0.059172
LBFGS:   18 16:02:00    -1105.739380        0.054006
LBFGS:   19 16:02:00    -1105.740356        0.048509
LBFGS:   20 16:02:00    -1105.742432        0.056153
LBFGS:   21 16:02:00    -1105.745239        0.067602
LBFGS:   22 16:02:00    -1105.747559        0.075412
LBFGS:   23 16:02:00    -1105.749756        0.078165
LBFGS:   24 16:02:00    -1105.750610        0.068067
LBFGS:   25 16:02:00    -1105.752563        0.057946
LBFGS:   26 16:02:00    -1105.755737        0.068860
LBFGS:   27 16:02:00    -1105.759644        0.079516
LBFGS:   28 16:02:00    -1105.762207        0.091887
LBFGS:   29 16:02:00    -1105.763916        0.085562
LBFGS:   30 16:02:00    -1105.765503        0.089335
LBFGS:   31 16:02:00    -1105.770752        0.102567
LBFGS:   32 16:02:00    -1105.776978        0.089071
LBFGS:   33 16:02:00    -1105.781738        0.092555
LBFGS:   34 16:02:00    -1105.785400        0.086223
LBFGS:   35 16:02:00    -1105.786743        0.091420
LBFGS:   36 16:02:00    -1105.790405        0.083435
LBFGS:   37 16:02:00    -1105.795288        0.075974
LBFGS:   38 16:02:00    -1105.799194        0.066824
LBFGS:   39 16:02:01    -1105.800903        0.057281
LBFGS:   40 16:02:01    -1105.801758        0.041280
LBFGS:   41 16:02:01    -1105.802856        0.043091
LBFGS:   42 16:02:01    -1105.805054        0.048350
LBFGS:   43 16:02:01    -1105.807007        0.046831
LBFGS:   44 16:02:01    -1105.807983        0.040517
LBFGS:   45 16:02:01    -1105.808350        0.028575
LBFGS:   46 16:02:01    -1105.808716        0.028637
LBFGS:   47 16:02:01    -1105.809570        0.032076
LBFGS:   48 16:02:01    -1105.810425        0.032004
LBFGS:   49 16:02:01    -1105.810913        0.031309
LBFGS:   50 16:02:01    -1105.811157        0.022153
LBFGS:   51 16:02:01    -1105.811279        0.019709
LBFGS:   52 16:02:01    -1105.811523        0.019178
LBFGS:   53 16:02:01    -1105.811890        0.022046
LBFGS:   54 16:02:01    -1105.812134        0.017065
LBFGS:   55 16:02:01    -1105.812256        0.012887
LBFGS:   56 16:02:01    -1105.812378        0.011842
LBFGS:   57 16:02:01    -1105.812378        0.009180
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:02:10    -1105.747681        0.112801
LBFGS:    1 16:02:11    -1105.749756        0.108268
LBFGS:    2 16:02:14    -1105.773071        0.109030
LBFGS:    3 16:02:14    -1105.773682        0.103089
LBFGS:    4 16:02:14    -1105.782104        0.055935
LBFGS:    5 16:02:14    -1105.782471        0.056383
LBFGS:    6 16:02:14    -1105.788208        0.059384
LBFGS:    7 16:02:14    -1105.789185        0.059790
LBFGS:    8 16:02:14    -1105.789917        0.059548
LBFGS:    9 16:02:14    -1105.790527        0.058159
LBFGS:   10 16:02:14    -1105.792236        0.051500
LBFGS:   11 16:02:14    -1105.793701        0.043698
LBFGS:   12 16:02:14    -1105.794556        0.038566
LBFGS:   13 16:02:14    -1105.794922        0.037122
LBFGS:   14 16:02:14    -1105.795288        0.036401
LBFGS:   15 16:02:14    -1105.796021        0.035456
LBFGS:   16 16:02:14    -1105.796875        0.034928
LBFGS:   17 16:02:14    -1105.797485        0.035815
LBFGS:   18 16:02:14    -1105.797852        0.037022
LBFGS:   19 16:02:14    -1105.798096        0.037993
LBFGS:   20 16:02:15    -1105.798462        0.039856
LBFGS:   21 16:02:15    -1105.799194        0.044506
LBFGS:   22 16:02:15    -1105.800293        0.053821
LBFGS:   23 16:02:15    -1105.801270        0.065431
LBFGS:   24 16:02:15    -1105.801880        0.072174
LBFGS:   25 16:02:15    -1105.802612        0.079279
LBFGS:   26 16:02:15    -1105.804077        0.092017
LBFGS:   27 16:02:15    -1105.807251        0.133868
LBFGS:   28 16:02:15    -1105.810547        0.129689
LBFGS:   29 16:02:15    -1105.814819        0.131121
LBFGS:   30 16:02:15    -1105.816772        0.130785
LBFGS:   31 16:02:15    -1105.818481        0.127377
LBFGS:   32 16:02:15    -1105.820190        0.128405
LBFGS:   33 16:02:15    -1105.831665        0.118869
LBFGS:   34 16:02:15    -1105.835938        0.102495
LBFGS:   35 16:02:15    -1105.837891        0.095912
LBFGS:   36 16:02:15    -1105.839844        0.071197
LBFGS:   37 16:02:15    -1105.842896        0.048848
LBFGS:   38 16:02:15    -1105.846191        0.045453
LBFGS:   39 16:02:15    -1105.848267        0.060645
LBFGS:   40 16:02:15    -1105.849121        0.047669
LBFGS:   41 16:02:15    -1105.849609        0.032758
LBFGS:   42 16:02:15    -1105.850464        0.028266
LBFGS:   43 16:02:16    -1105.851440        0.024216
LBFGS:   44 16:02:16    -1105.852173        0.028819
LBFGS:   45 16:02:16    -1105.852539        0.023928
LBFGS:   46 16:02:16    -1105.852661        0.018188
LBFGS:   47 16:02:16    -1105.852905        0.016902
LBFGS:   48 16:02:16    -1105.853271        0.018129
LBFGS:   49 16:02:16    -1105.853638        0.023433
LBFGS:   50 16:02:16    -1105.853882        0.021030
LBFGS:   51 16:02:16    -1105.854004        0.018818
LBFGS:   52 16:02:16    -1105.854126        0.019257
LBFGS:   53 16:02:16    -1105.854248        0.019917
LBFGS:   54 16:02:16    -1105.854492        0.020658
LBFGS:   55 16:02:16    -1105.854736        0.021150
LBFGS:   56 16:02:16    -1105.854858        0.021288
LBFGS:   57 16:02:16    -1105.854980        0.021320
LBFGS:   58 16:02:16    -1105.854980        0.021412
LBFGS:   59 16:02:16    -1105.855225        0.021551
LBFGS:   60 16:02:16    -1105.855591        0.025275
LBFGS:   61 16:02:16    -1105.855835        0.023174
LBFGS:   62 16:02:16    -1105.855957        0.019508
